ID,TimeStamp,Area,UserId,Controller,ActivityType,GroupID
8427384,2022-10-10 07:45,Support,493,/Support/Tickets/GetAllApprovedUsers,CustomControls,39
8427385,2022-10-10 07:45,Support,493,/Support/Tickets/GetInformedUsers,CustomControls,39
8427386,2022-10-10 07:45,Support,493,/Support/Tickets/GetAllSupervisor,CustomControls,39
8427387,2022-10-10 07:45,Support,493,/Support/Tickets/AddComment,ButtonClicked,39
8427388,2022-10-10 07:45,Support,493,/Support/Tickets/CloseTicket,ButtonClicked,39
8427389,2022-10-10 07:45,Support,493,/Support/Tickets,MenuAccessed,39
8427390,2022-10-10 07:45,ASTIR,1091,/ASTIR/EditReports/GetSystems/,SelectClicked,40
8427391,2022-10-10 07:45,ASTIR,1091,/ASTIR/EditReports/LoadReports/,SelectClicked,40
8427392,2022-10-10 07:45,LoginPage,1073,/Login/Authenticate,LoginAttempt,2
8427393,2022-10-10 07:45,LoginPage,1073,/POPI,MenuAccessed,2
8427394,2022-10-10 07:45,EfficiencyServices,1073,/EfficiencyServices/,MenuAccessed,2
8427395,2022-10-10 07:45,EfficiencyServices,1073,/EfficiencyServices/DataReviewerNodeLinkTag/,MenuAccessed,2
8427396,2022-10-10 07:45,ASTIR,493,/ASTIR/TagDataViewer/SearchTags,SpanClicked,39
8427397,2022-10-10 07:45,WorkLog,162,/WorkLog/GetSiteDetails,CustomControls,8
8427398,2022-10-10 07:45,WorkLog,162,/WorkLog/GetTaskCategoryDetails,CustomControls,8
8427399,2022-10-10 07:45,WorkLog,162,/WorkLog/GetContractDetails,CustomControls,8
8427400,2022-10-10 07:45,ASTIR,493,/ASTIR/TagDataViewer/GetTagDataValues,ButtonClicked,39
8427401,2022-10-10 07:45,LoginPage,1073,/Login/Authenticate,LoginAttempt,2
8427402,2022-10-10 07:45,LoginPage,1073,/POPI,MenuAccessed,2
8427403,2022-10-10 07:45,LoginPage,NULL,/Login/Authenticate,LoginAttempt,NULL
8427404,2022-10-10 07:45,LoginPage,1044,/POPI,MenuAccessed,39
8427405,2022-10-10 07:45,ASTIR,1073,/ASTIR/,MenuAccessed,2
8427406,2022-10-10 07:45,ASTIR,1073,/ASTIR/ManageReports/,MenuAccessed,2
8427407,2022-10-10 07:45,Support,493,/Support/Tickets/GetInformedUsers,CustomControls,39
8427408,2022-10-10 07:45,Support,493,/Support/Tickets/GetAllSupervisor,CustomControls,39
8427409,2022-10-10 07:45,Support,493,/Support/Tickets/GetAllApprovedUsers,CustomControls,39
8427410,2022-10-10 07:45,Support,493,/Support/Tickets/GetAssignedUsers,CustomControls,39
8427411,2022-10-10 07:45,ASTIR,1073,/ASTIR/,MenuAccessed,2
8427412,2022-10-10 07:45,Support,493,/Support/Tickets/AddComment,ButtonClicked,39
8427413,2022-10-10 07:45,Support,493,/Support/Tickets/CloseTicket,ButtonClicked,39
8427414,2022-10-10 07:45,ASTIR,1044,/ASTIR/,MenuAccessed,39
8427415,2022-10-10 07:45,Support,493,/Support/Tickets,MenuAccessed,39
8427416,2022-10-10 07:45,ASTIR,1073,/ASTIR/TagManager/,MenuAccessed,2
8427417,2022-10-10 07:45,ASTIR,1044,/ASTIR/TagDataViewer/,MenuAccessed,39
8427418,2022-10-10 07:45,WorkLog,162,/WorkLog/CreateLogEntries,CustomControls,8
8427419,2022-10-10 07:45,WorkLog,162,/WorkLog/GetLogEntries,CustomControls,NULL
8427420,2022-10-10 07:45,WorkLog,162,/WorkLog/GetLogEntries,CustomControls,NULL
8427421,2022-10-10 07:45,WorkLog,162,/WorkLog/GetTaskCategoryDetails,CustomControls,8
8427422,2022-10-10 07:45,WorkLog,162,/WorkLog/GetLogEntries,CustomControls,NULL
8427423,2022-10-10 07:45,WorkLog,162,/WorkLog/WorkLogDailyViewer/ReadEntries,CustomControls,NULL
8427424,2022-10-10 07:45,WorkLog,162,/WorkLog/GetTaskCategoryDetails,ButtonClicked,8
8427425,2022-10-10 07:45,EfficiencyServices,1073,/EfficiencyServices/DataReviewerNodeLinkTag/ReadGridEntries,DivClicked,2
8427426,2022-10-10 07:45,ASTIR,1044,/ASTIR/TagDataViewer/SearchTags,ButtonClicked,39
8427427,2022-10-10 07:46,ASTIR,1073,/ASTIR/TagManager/ReadTags/,ButtonClicked,2
8427428,2022-10-10 07:46,ASTIR,1044,/ASTIR/TagDataViewer/GetTagDataValues,ButtonClicked,39
8427429,2022-10-10 07:46,WorkLog,162,/WorkLog/,MenuAccessed,8
